Block Name,Block Offset,Register Name,Register Offset,Access Mode(RW/RO/WO/W1C/W1T/W1S),Repeat,Register Description,Field,Bits,Access Type(RW/RO/WO/W1C/W1T/W1S),Reset Value,HDL Path,Field Description,Write Out
,,,,,,,protocol0_ext_rx_cdr_vco_config_g5_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_191,0x2fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_cdr_vco_config_g5_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_192,0x300,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_diff_range_g3,31:28,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_diff_range_g2,27:24,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_diff_range_g1,23:20,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_cm_range_g5,19:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_cm_range_g4,15:12,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_cm_range_g3,11:8,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_cm_range_g2,7:4,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_cm_range_g1,3:0,RW,0x0,,,
,,PCIEPHY_CTRL_193,0x304,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_diff_range_g5,7:4,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dcc_ctrl_diff_range_g4,3:0,RW,0x0,,,
,,PCIEPHY_CTRL_194,0x308,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_195,0x30c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_196,0x310,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_197,0x314,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_198,0x318,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_199,0x31c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_200,0x320,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_201,0x324,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_202,0x328,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_203,0x32c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_delta_iq_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_204,0x330,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_dfe_bypass_g2,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dfe_bypass_g1,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_205,0x334,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_dfe_bypass_g4,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_dfe_bypass_g3,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_206,0x338,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_dfe_bypass_g5,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_207,0x33c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_208,0x340,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_209,0x344,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_210,0x348,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_211,0x34c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_212,0x350,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g1_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_213,0x354,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_214,0x358,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_215,0x35c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_216,0x360,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_217,0x364,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_218,0x368,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g2_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_219,0x36c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_220,0x370,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_221,0x374,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_222,0x378,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_223,0x37c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_224,0x380,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g3_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_225,0x384,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_226,0x388,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_227,0x38c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_228,0x390,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_229,0x394,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_230,0x398,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g4_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_231,0x39c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_232,0x3a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_233,0x3a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_234,0x3a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_235,0x3ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_236,0x3b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_config_g5_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_237,0x3b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_238,0x3b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_239,0x3bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_240,0x3c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_241,0x3c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_242,0x3c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g2_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g1_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_243,0x3cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g4_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g3_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_244,0x3d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_afe_rate_g5_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_245,0x3d4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_246,0x3d8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_247,0x3dc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_248,0x3e0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_249,0x3e4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_250,0x3e8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g2_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g1_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_251,0x3ec,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g4_47_32,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g3_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_252,0x3f0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_att_lvl_g5_47_32,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_253,0x3f4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_254,0x3f8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_255,0x3fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_256,0x400,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_257,0x404,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_258,0x408,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_259,0x40c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_260,0x410,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_261,0x414,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_262,0x418,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_263,0x41c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g2_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g1_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_264,0x420,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g4_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g3_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_265,0x424,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_boost_g5_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_266,0x428,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_pole_g1,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_267,0x42c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_pole_g2,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_268,0x430,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_pole_g3,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_269,0x434,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_pole_g4,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_270,0x438,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_ctle_pole_g5,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_271,0x43c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_float_en_g2,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_float_en_g1,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_272,0x440,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_float_en_g4,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_float_en_g3,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_273,0x444,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_float_en_g5,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_274,0x448,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_275,0x44c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_276,0x450,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_277,0x454,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g1_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_278,0x458,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_279,0x45c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_280,0x460,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_281,0x464,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g2_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_282,0x468,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_283,0x46c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_284,0x470,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_285,0x474,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g3_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_286,0x478,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_287,0x47c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_288,0x480,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_289,0x484,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g4_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_290,0x488,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_291,0x48c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_292,0x490,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_293,0x494,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g5_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_294,0x498,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g2_143_128,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g1_143_128,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_295,0x49c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g4_143_128,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g3_143_128,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_296,0x4a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap1_g5_143_128,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_297,0x4a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap2_g4,31:24,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap2_g3,23:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap2_g2,15:8,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap2_g1,7:0,RW,0x0,,,
,,PCIEPHY_CTRL_298,0x4a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_eq_vga_gain_g5,27:24,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_vga_gain_g4,23:20,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_vga_gain_g3,19:16,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_vga_gain_g2,15:12,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_vga_gain_g1,11:8,RW,0x0,,,
,,,,,,,protocol0_ext_rx_eq_dfe_tap2_g5,7:0,RW,0x0,,,
,,PCIEPHY_CTRL_299,0x4ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_los_pwr_up_cnt,10:0,RW,0x0,,,
,,PCIEPHY_CTRL_300,0x4b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_301,0x4b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_302,0x4b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_127_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_303,0x4bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_304,0x4c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_305,0x4c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_306,0x4c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_255_224,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_307,0x4cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_308,0x4d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_309,0x4d4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_310,0x4d8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g1_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_311,0x4dc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_312,0x4e0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_313,0x4e4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_127_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_314,0x4e8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_315,0x4ec,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_316,0x4f0,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_317,0x4f4,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_255_224,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_318,0x4f8,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_319,0x4fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_320,0x500,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_321,0x504,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g2_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_322,0x508,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_323,0x50c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_324,0x510,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_127_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_325,0x514,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_326,0x518,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_327,0x51c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_328,0x520,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_255_224,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_329,0x524,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_330,0x528,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_331,0x52c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_332,0x530,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g3_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_333,0x534,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_334,0x538,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_335,0x53c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_127_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_336,0x540,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_337,0x544,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_338,0x548,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_339,0x54c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_255_224,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_340,0x550,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_341,0x554,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_342,0x558,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_343,0x55c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g4_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_344,0x560,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_345,0x564,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_346,0x568,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_127_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_347,0x56c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_159_128,31:0,RW,0x0,,,
